Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #801: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",SEQUIA,-29.888267,-70.964024,19/04/2015
Hecho #802: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-44.216792,-68.009124,06/05/2006
Hecho #803: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-24.739338,-61.109851,06/01/2005
Hecho #804: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-34.809761,-71.772944,13/08/2015
Hecho #805: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-50.715104,-61.998307,20/03/2011
Hecho #806: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-50.113566,-61.310171,14/12/2000
Hecho #807: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-31.434755,-67.180656,26/06/2001
Hecho #808: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-49.119906,-67.137540,19/02/2006
Hecho #809: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA,-37.752048,-68.418415,11/07/2014
Hecho #810: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-21.279668,-54.286473,27/09/2007
Hecho #811: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-54.863741,-65.222577,20/05/2000
Hecho #812: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-54.436287,-61.294619,30/07/2023
Hecho #813: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-21.235124,-66.968509,08/11/2017
Hecho #814: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-35.122280,-58.946720,11/01/2015
Hecho #815: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-50.685061,-70.971175,16/04/2006
Hecho #816: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-24.491725,-71.567169,27/03/2018
Hecho #817: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-25.067070,-58.114325,13/05/2024
Hecho #818: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-36.769186,-58.466641,28/05/2017
Hecho #819: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-33.859071,-67.699973,13/08/2007
Hecho #820: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-45.711635,-65.899066,06/02/2010
Hecho #821: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-53.282330,-53.854790,04/12/2023
Hecho #822: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-34.784701,-70.913394,11/05/2000
Hecho #823: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-44.978323,-69.337059,12/09/2005
Hecho #824: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-32.436884,-64.399233,03/10/2002
Hecho #825: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-26.567664,-67.358022,05/07/2016
Hecho #826: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-54.382542,-60.019829,25/10/2011
Hecho #827: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INUNDACION,-34.745732,-59.187966,06/06/2003
Hecho #828: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",GRANIZO,-47.136462,-62.472238,27/03/2024
Hecho #829: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-25.287791,-60.776054,16/03/2014
Hecho #830: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-46.375407,-64.331583,28/05/2006
Hecho #831: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-34.233815,-57.792255,09/05/2024
Hecho #832: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INCENDIO,-36.179611,-72.158030,24/12/2017
Hecho #833: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-41.530339,-66.742173,06/05/2003
Hecho #834: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-31.960894,-59.311399,14/04/2021
Hecho #835: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-30.323832,-66.407098,09/07/2001
Hecho #836: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-35.724115,-71.429294,08/05/2023
Hecho #837: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-29.213644,-66.099731,17/02/2010
Hecho #838: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-21.563819,-58.770105,23/07/2007
Hecho #839: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-40.744739,-70.560303,18/05/2001
Hecho #840: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-37.504176,-58.507373,24/12/2023
Hecho #841: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-54.576024,-57.490886,30/05/2014
Hecho #842: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-27.935029,-60.293985,28/08/2015
Hecho #843: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-37.312178,-68.115319,23/11/2021
Hecho #844: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-41.129311,-56.894093,02/02/2013
Hecho #845: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-51.801553,-68.711150,19/06/2007
Hecho #846: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",NEVADA,-24.751682,-54.883581,16/01/2020
Hecho #847: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-41.569754,-58.867086,26/08/2013
Hecho #848: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-31.792226,-71.905601,23/02/2006
Hecho #849: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",GRANIZO,-49.921279,-57.014258,29/09/2021
Hecho #850: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-22.307313,-62.871329,03/12/2020
Hecho #851: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-48.932980,-63.947022,14/05/2006
Hecho #852: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",NEVADA,-48.215572,-64.589776,25/09/2016
Hecho #853: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-25.794583,-60.867399,18/09/2023
Hecho #854: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-23.972187,-58.508430,01/08/2020
Hecho #855: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-47.786988,-55.080468,12/02/2005
Hecho #856: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-39.026770,-67.541104,13/01/2022
Hecho #857: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-30.061173,-60.384475,14/06/2001
Hecho #858: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-25.135565,-59.273148,24/11/2015
Hecho #859: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",SEQUIA,-42.112208,-59.504057,02/03/2013
Hecho #860: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",SISMO,-37.421337,-63.139987,11/12/2000
Hecho #861: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-29.781642,-65.179549,11/09/2018
Hecho #862: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-30.141377,-57.752424,01/09/2007
Hecho #863: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-28.379356,-66.999804,11/12/2021
Hecho #864: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",SEQUIA,-35.622250,-68.838937,10/08/2022
Hecho #865: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-51.443087,-62.083416,16/03/2015
Hecho #866: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",SISMO,-24.264908,-67.647783,22/02/2016
Hecho #867: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-25.570534,-72.335337,04/05/2001
Hecho #868: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-27.864687,-71.968485,01/12/2022
Hecho #869: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-51.604676,-59.099789,20/07/2017
Hecho #870: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-48.050490,-53.537083,25/11/2009
Hecho #871: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-29.717588,-63.906232,17/03/2002
Hecho #872: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-54.213237,-70.058777,29/12/2012
Hecho #873: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",GRANIZO,-21.706362,-56.638336,13/03/2023
Hecho #874: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-42.177081,-67.771282,18/03/2022
Hecho #875: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-30.543374,-53.087471,16/07/2002
Hecho #876: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-24.822583,-61.734717,15/08/2019
Hecho #877: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",GRANIZO,-41.582584,-68.347349,08/02/2002
Hecho #878: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-44.149495,-63.079905,20/09/2009
Hecho #879: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-34.302802,-66.292375,07/07/2011
Hecho #880: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-35.246361,-57.410560,31/07/2000
Hecho #881: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-41.089241,-70.883682,15/07/2003
Hecho #882: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-34.539658,-55.859946,01/09/2022
Hecho #883: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",TORMENTA,-23.197033,-57.653262,16/03/2016
Hecho #884: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",VIENTO,-39.100231,-55.772724,31/03/2020
Hecho #885: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-48.310766,-55.100125,18/09/2014
Hecho #886: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-42.174997,-68.404444,26/07/2011
Hecho #887: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-41.600363,-62.579884,20/06/2000
Hecho #888: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-50.542304,-56.001556,24/01/2014
Hecho #889: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",NEVADA,-49.462369,-65.452241,04/11/2019
Hecho #890: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",NEVADA,-31.724890,-71.791848,05/04/2005
Hecho #891: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-43.457756,-67.167313,22/08/2012
Hecho #892: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-22.533455,-68.161594,11/08/2010
Hecho #893: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-46.717711,-55.598748,05/06/2022
Hecho #894: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INUNDACION,-51.636567,-63.723073,14/03/2004
Hecho #895: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-29.380845,-59.329115,17/09/2002
Hecho #896: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-25.044774,-53.757617,03/06/2005
Hecho #897: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-45.544146,-67.016243,09/01/2004
Hecho #898: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-48.129005,-57.776009,17/10/2021
Hecho #899: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INCENDIO,-48.683951,-72.544718,16/09/2006
Hecho #900: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-37.251582,-70.917676,02/05/2009
Hecho #901: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-39.073834,-69.762698,15/08/2006
Hecho #902: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-46.179045,-66.751633,23/12/2020
Hecho #903: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-53.464114,-64.940256,05/02/2017
Hecho #904: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-38.629294,-63.459682,15/03/2012
Hecho #905: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-22.382700,-68.093373,27/07/2020
Hecho #906: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",VIENTO,-32.814347,-71.675694,27/10/2001
Hecho #907: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-38.152777,-59.449538,20/06/2017
Hecho #908: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-51.236469,-72.526773,23/04/2009
Hecho #909: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SISMO,-46.417166,-56.810587,06/10/2009
Hecho #910: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-44.977686,-54.416903,28/01/2004
Hecho #911: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-28.996679,-58.792622,02/07/2002
Hecho #912: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-25.191833,-61.080790,10/11/2017
Hecho #913: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-24.344177,-59.859629,21/11/2021
Hecho #914: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",SEQUIA,-21.524667,-59.955559,20/06/2023
Hecho #915: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-21.599533,-54.365897,09/04/2006
Hecho #916: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-22.598029,-53.713883,25/08/2019
Hecho #917: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-52.558047,-64.465767,11/11/2002
Hecho #918: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-50.315020,-60.658416,17/01/2020
Hecho #919: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-44.648138,-56.943859,30/07/2014
Hecho #920: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",SEQUIA,-36.201459,-72.979237,11/03/2022
Hecho #921: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-51.702752,-62.459682,27/09/2001
Hecho #922: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",INUNDACION,-26.242903,-59.942473,31/12/2019
Hecho #923: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-34.030290,-58.655891,11/01/2012
Hecho #924: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-36.559610,-65.624212,22/08/2014
Hecho #925: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-49.379415,-67.087112,16/11/2013
Hecho #926: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-46.389314,-69.357149,23/05/2018
Hecho #927: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-49.549391,-61.843689,04/06/2015
Hecho #928: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",GRANIZO,-26.034273,-54.613931,17/09/2010
Hecho #929: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-35.136253,-55.080437,18/03/2011
Hecho #930: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-30.005599,-65.800681,27/10/2001
Hecho #931: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-44.934883,-67.842897,25/08/2018
Hecho #932: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-42.377410,-57.224124,02/03/2018
Hecho #933: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-41.234931,-58.500400,07/08/2014
Hecho #934: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",VIENTO,-29.159491,-62.893203,01/08/2018
Hecho #935: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA ELECTRICA,-28.739998,-65.219395,04/12/2006
Hecho #936: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-47.968340,-70.524042,05/10/2005
Hecho #937: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-22.987679,-57.297228,24/10/2023
Hecho #938: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SISMO,-50.897719,-60.650711,24/07/2024
Hecho #939: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-24.531849,-65.462366,15/12/2021
Hecho #940: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-51.586548,-54.624240,08/05/2001
